Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
6/7/2015,6,July,2015,33,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,6,7,9,0,42,42
22/1/2016,22,January,2016,29,Young Adults (25-34),F,Germany,Hamburg,Bikes,Touring Bikes,"Touring-1000 Blue, 60",3,1482,2384,2205,4446,6651
7/8/2015,7,August,2015,27,Young Adults (25-34),F,France,Hauts de Seine,Clothing,Socks,"Racing Socks, M",12,3,9,64,36,100
25/5/2016,25,May,2016,34,Young Adults (25-34),M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,18,3,8,87,54,141
21/8/2015,21,August,2015,23,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,HL Mountain Tire,4,13,35,70,52,122
8/3/2014,8,March,2014,20,Youth (<25),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,71,60,131
28/5/2014,28,May,2014,34,Young Adults (25-34),F,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,8,3,8,26,24,50
17/2/2014,17,February,2014,33,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,606,1519,2125
9/3/2014,9,March,2014,33,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,63,54,117
24/11/2015,24,November,2015,42,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,129,117,246
1/6/2016,1,June,2016,35,Adults (35-64),M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,24,8,22,220,192,412
3/6/2014,3,June,2014,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,47,48,95
31/8/2013,31,August,2013,37,Adults (35-64),M,Australia,Tasmania,Accessories,Fenders,Fender Set - Mountain,14,8,22,137,112,249
27/5/2016,27,May,2016,30,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
2/4/2014,2,April,2014,49,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,5,9,14
14/5/2014,14,May,2014,27,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,368,221,589
12/7/2013,12,July,2013,49,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,11,5,16
8/12/2015,8,December,2015,22,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,63,54,117
14/5/2014,14,May,2014,29,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,6,59,159,590,354,944
18/12/2015,18,December,2015,29,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
19/8/2013,19,August,2013,47,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,71,48,119
22/3/2016,22,March,2016,19,Youth (<25),F,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,30,7,9,11,210,221
12/3/2014,12,March,2014,35,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384,378,1482,1860
26/12/2015,26,December,2015,40,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,108,92,200
24/2/2014,24,February,2014,28,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,38,36,74
10/3/2016,10,March,2016,23,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,10,2,5,28,20,48
26/2/2016,26,February,2016,42,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6
26/6/2016,26,June,2016,49,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,234,143,377
10/6/2016,10,June,2016,35,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,31,4,10,121,124,245
7/7/2016,7,July,2016,38,Adults (35-64),M,France,Seine et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,11,10,21
8/5/2016,8,May,2016,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,497,1555,2052
2/5/2016,2,May,2016,18,Youth (<25),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83
11/4/2014,11,April,2014,47,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,64,39,103
2/6/2014,2,June,2014,43,Adults (35-64),F,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,11,12,23
28/1/2014,28,January,2014,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Hydration Packs,Hydration Pack - 70 oz.,18,21,55,572,378,950
13/8/2013,13,August,2013,38,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,18,12,30
30/11/2015,30,November,2015,35,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,415,377,792
20/6/2011,20,June,2011,20,Youth (<25),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 48",1,308,565,184,308,492
31/10/2015,31,October,2015,23,Youth (<25),F,United States,California,Accessories,Fenders,Fender Set - Mountain,1,8,22,14,8,22
29/10/2015,29,October,2015,21,Youth (<25),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,8,7,9,7,56,63
18/8/2013,18,August,2013,60,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10
21/12/2015,21,December,2015,28,Young Adults (25-34),M,United States,California,Clothing,Caps,AWC Logo Cap,26,7,9,47,182,229
31/5/2016,31,May,2016,22,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6
15/4/2014,15,April,2014,38,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,LL Mountain Tire,7,9,25,105,63,168
4/11/2013,4,November,2013,46,Adults (35-64),F,France,Seine et Marne,Accessories,Tires and Tubes,HL Mountain Tire,16,13,35,251,208,459
30/4/2016,30,April,2016,26,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,HL Mountain Tire,7,13,35,115,91,206
16/3/2016,16,March,2016,37,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,362,713,1075
19/6/2016,19,June,2016,28,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,536,338,874
15/9/2013,15,September,2013,24,Youth (<25),M,Canada,British Columbia,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,984,590,1574
12/7/2011,12,July,2011,43,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,538,1252,1790
6/11/2013,6,November,2013,56,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,81,56,137
22/3/2014,22,March,2014,20,Youth (<25),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,8,7,9,4,56,60
17/3/2013,17,March,2013,42,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
8/2/2016,8,February,2016,44,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827
16/5/2015,16,May,2015,41,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,620,2171,2791
2/12/2013,2,December,2013,30,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,854,1482,2336
2/9/2013,2,September,2013,53,Adults (35-64),M,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,563,338,901
19/12/2013,19,December,2013,22,Youth (<25),M,Australia,South Australia,Clothing,Socks,"Racing Socks, L",5,3,9,22,15,37
27/1/2014,27,January,2014,61,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,30,7,9,49,210,259
28/3/2014,28,March,2014,55,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,9,6,15
26/7/2014,26,July,2014,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,15,22,37
22/10/2013,22,October,2013,57,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-650 Black, 44",1,487,783,171,487,658
2/1/2016,2,January,2016,41,Adults (35-64),M,United States,California,Accessories,Fenders,Fender Set - Mountain,21,8,22,285,168,453
15/4/2014,15,April,2014,36,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,570,1555,2125
22/6/2014,22,June,2014,18,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,18,12,30
6/4/2016,6,April,2016,59,Adults (35-64),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,25,7,9,48,175,223
2/11/2015,2,November,2015,48,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,9,6,15
13/11/2015,13,November,2015,43,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,154,78,232
20/6/2016,20,June,2016,40,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,84,80,164
13/2/2014,13,February,2014,27,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518
4/6/2016,4,June,2016,34,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227
9/2/2016,9,February,2016,20,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 44",3,1555,2443,1491,4665,6156
11/7/2013,11,July,2013,37,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,7,7,9,13,49,62
14/9/2015,14,September,2015,23,Youth (<25),F,United States,California,Clothing,Vests,"Classic Vest, S",11,24,64,426,264,690
12/2/2016,12,February,2016,52,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,ML Road Tire,9,9,25,135,81,216
14/8/2013,14,August,2013,29,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,550,1083,1633
20/1/2016,20,January,2016,39,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,22,23,45
4/4/2014,4,April,2014,54,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
24/4/2014,24,April,2014,22,Youth (<25),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,30,126,156
14/1/2014,14,January,2014,30,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",4,42,54,20,168,188
4/1/2014,4,January,2014,41,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,ML Mountain Tire,6,11,30,76,66,142
6/2/2013,6,February,2013,25,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
30/1/2014,30,January,2014,54,Adults (35-64),M,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,155,308,463
4/3/2011,4,March,2011,62,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-350-W Yellow, 40",4,1083,1701,975,4332,5307
29/9/2015,29,September,2015,20,Youth (<25),M,United States,California,Clothing,Socks,"Racing Socks, M",29,3,9,169,87,256
23/6/2014,23,June,2014,25,Young Adults (25-34),M,United States,Oregon,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1215,290,755,1045
28/11/2013,28,November,2013,41,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,47,39,86
16/11/2013,16,November,2013,53,Adults (35-64),M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,34,32,66
13/10/2013,13,October,2013,52,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,8,8,16
18/2/2016,18,February,2016,30,Young Adults (25-34),F,Australia,South Australia,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,10,15,25
17/4/2016,17,April,2016,21,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,27,2,5,78,54,132
5/5/2016,5,May,2016,38,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,32,22,54
13/6/2014,13,June,2014,37,Adults (35-64),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 54",1,1482,2384,807,1482,2289
17/9/2015,17,September,2015,29,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,31,2,5,59,62,121
15/5/2014,15,May,2014,36,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,261,713,974
24/2/2016,24,February,2016,36,Adults (35-64),M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,13,3,8,42,39,81
6/6/2014,6,June,2014,56,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,11,20,31
26/2/2014,26,February,2014,27,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",6,42,54,66,252,318
12/1/2016,12,January,2016,27,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",7,42,54,35,294,329
20/2/2016,20,February,2016,33,Young Adults (25-34),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,5,8,22,69,40,109
18/2/2014,18,February,2014,42,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,639,390,1029
28/8/2012,28,August,2012,24,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 48",2,487,783,247,974,1221
13/8/2013,13,August,2013,47,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13
20/10/2013,20,October,2013,42,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,26,27,53
22/10/2013,22,October,2013,21,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,14,14,28
21/12/2015,21,December,2015,47,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,78,56,134
5/4/2016,5,April,2016,29,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,48,34,82
10/11/2015,10,November,2015,35,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,38,26,64
27/2/2014,27,February,2014,38,Adults (35-64),F,United States,Oregon,Accessories,Fenders,Fender Set - Mountain,11,8,22,120,88,208
27/9/2015,27,September,2015,27,Young Adults (25-34),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,17,26,43
6/7/2016,6,July,2016,47,Adults (35-64),F,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,455,377,832
21/10/2013,21,October,2013,27,Young Adults (25-34),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,50,36,86
10/9/2015,10,September,2015,64,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,31,28,59
22/11/2015,22,November,2015,24,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,21,18,39
10/2/2014,10,February,2014,53,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,35,24,59
12/11/2013,12,November,2013,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,62,42,104
12/12/2012,12,December,2012,37,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1526,4342,5868
24/2/2016,24,February,2016,22,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,16,17,33
23/3/2014,23,March,2014,34,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,14,10,24
26/4/2014,26,April,2014,32,Young Adults (25-34),M,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,2,8,22,22,16,38
27/4/2016,27,April,2016,29,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,29,30,59
28/6/2016,28,June,2016,23,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,29,2,5,81,58,139
16/10/2015,16,October,2015,38,Adults (35-64),F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, M",5,26,70,213,130,343
28/12/2013,28,December,2013,36,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,419,312,731
3/4/2012,3,April,2012,29,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,381,688,1069
8/3/2016,8,March,2016,45,Adults (35-64),M,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,882,1252,2134
7/2/2014,7,February,2014,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,144,91,235
28/1/2016,28,January,2016,32,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,144,91,235
28/6/2016,28,June,2016,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,606,364,970
20/5/2016,20,May,2016,49,Adults (35-64),F,Canada,British Columbia,Bikes,Touring Bikes,"Touring-3000 Blue, 62",3,461,742,821,1383,2204
14/4/2016,14,April,2016,48,Adults (35-64),F,Germany,Hamburg,Accessories,Tires and Tubes,HL Mountain Tire,15,13,35,293,195,488
2/6/2014,2,June,2014,21,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,19,2,5,53,38,91
11/3/2016,11,March,2016,26,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,87,60,147
3/3/2016,3,March,2016,38,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,27,28,55
14/9/2015,14,September,2015,43,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,577,364,941
3/5/2015,3,May,2015,22,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,397,1083,1480
11/11/2015,11,November,2015,34,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120,724,1426,2150
14/8/2013,14,August,2013,28,Young Adults (25-34),M,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,40,38,78
20/8/2013,20,August,2013,38,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5,52,44,96
21/7/2013,21,July,2013,31,Young Adults (25-34),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,393,325,718
7/12/2015,7,December,2015,30,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,47,19,66
10/7/2015,10,July,2015,41,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,27,7,9,49,189,238
15/10/2015,15,October,2015,29,Young Adults (25-34),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,137,104,241
17/2/2016,17,February,2016,31,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,5,7,12
21/5/2014,21,May,2014,35,Adults (35-64),F,United States,Oregon,Clothing,Gloves,"Half-Finger Gloves, S",16,9,24,186,144,330
20/11/2013,20,November,2013,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,124,84,208
7/7/2016,7,July,2016,20,Youth (<25),M,United States,California,Accessories,Fenders,Fender Set - Mountain,2,8,22,27,16,43
